,imdbId,title,releaseYear,genre,actors,directors,hitFlop
584,tt1117964,Bobby: Love and Lust,2005,Romance,Monalisa | Usha Bachani | Gaurav Dixit | Milind Gunaji,Rakesh Parmaar,1
585,tt1118646,Aseema: Beyond Boundaries,2009,Drama | Romance,Gracy Singh | Asseem Merchant | Neha Pendse | Aryan Singh,Sisir Misra,1
586,tt1120897,Dhan Dhana Dhan Goal,2007,Sport,John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Vivek Agnihotri,2
587,tt1124386,Pankh,2010,Drama,Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy,Sudipto Chattopadhyay,1
588,tt1126516,Money Hai Toh Honey Hai,2008,Comedy | Drama,Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Ganesh Acharya,1
589,tt1127870,Mumbai Salsa,2007,Comedy | Drama,Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das,Manoj Tyagi,1
590,tt1132589,Hijack,2008,Action | Drama | Thriller,Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra,Kunal Shivdasani,1
591,tt1132595,Maan Gaye Mughall-E-Azam,2008,Comedy | Crime | Drama,Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon,Sanjay Chhel,1
592,tt1132606,Ugly Aur Pagli,2008,Comedy | Drama,Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Sachin Kamlakar Khot,2
593,tt1137434,Aabra Ka Daabra,2004,Fantasy,Naveen Bawa | Satish Kaushik | Anupam Kher | Krrishna,Dheeraj Kumar,1
594,tt1137979,Rama Rama Kya Hai Dramaaa,2008,Comedy | Drama | Romance,Neha Dhupia | Amrita Arora | Anupam Kher | Rati Agnihotri,Chandrakant Singh,1
595,tt1139671,Yeh Hai Pyar Ka Mausam,2001,Crime,Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera,Rajesh Bakshi,1
596,tt1144804,Kambakkht Ishq,2009,Action | Comedy | Romance,Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Sabir Khan,4
597,tt1146325,Singh Is Kinng,2008,Action | Comedy | Crime,Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Anees Bazmee,7
598,tt1156148,Karzzzz,2008,Action | Drama | Musical,Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Satish Kaushik,1
599,tt1159917,Bombay to Bangkok,2008,Comedy | Drama | Romance,Shreyas Talpade | Lena Christensen | Vijay Maurya | Manmeet Singh,Nagesh Kukunoor,1
600,tt1166100,Ghajini,2008,Action | Drama | Mystery,Aamir Khan | Asin | Jiah Khan | Tinnu Anand,A.R. Murugadoss,8
601,tt1169841,Return of Hanuman,2007,Animation | Action | Adventure,,Anurag Kashyap,1
602,tt1170399,C Kkompany,2008,Comedy | Drama,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Sachin Yardi,1
603,tt1170404,Mere Baap Pehle Aap,2008,Comedy | Drama | Romance,Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Priyadarshan,3
604,tt1170411,Victory,2009,Drama | Sport,Harman Baweja | Allan Border | Mike Hussey | Simon Jones,Ajit Pal Mangat,1
605,tt1172587,Delhi Safari,2012,Animation,Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny,Nikhil Advani,1
606,tt1174041,Main Aurr Mrs Khanna,2009,Comedy | Drama,Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk,Prem Soni,1
607,tt1176141,Zahreela,2001,Action,Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover,Raj N. Sippy,1
608,tt1176201,Jai Ganesh Deva,2001,Fantasy,Delhi Ganesh | Jai Ganesh | Nizhalgal Ravi | Radha Ravi,K. Shankar,1
609,tt1176911,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,Action | Comedy | Drama,Rajendraprasad | Nasser | Rambha | Raju Sundaram,Shashanka Ghosh,2
610,tt1176960,One Two Three,2008,Action | Comedy | Drama,Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Ashwani Dhir,4
611,tt1176961,Paying Guests,2009,Comedy | Drama,Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Paritosh Painter,2
612,tt1178657,Superstar,2008,Drama | Romance,Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan,Rohit Jugraj,1
613,tt1179781,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,Action | Adventure | Drama,Vivek Oberoi | Zayed Khan | Shriya Saran | Shabbir Ahluwalia,Apoorva Lakhia,1
614,tt1179782,Mithya,2008,Comedy | Crime | Drama,Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Rajat Kapoor,3
615,tt1182884,Dulha Mil Gaya,2010,Comedy | Drama,Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Mudassar Aziz,1
616,tt1182908,Krazzy 4,2008,Action | Comedy | Crime,Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Jaideep Sen,4
617,tt1182937,Rab Ne Bana Di Jodi,2008,Comedy | Drama | Musical,Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Aditya Chopra,8
618,tt1182972,Bachna Ae Haseeno,2008,Comedy | Drama | Romance,Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Siddharth Anand,5
619,tt1183917,Teen Patti,2010,Drama | Thriller,Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Leena Yadav,1
620,tt1183944,Sadiyaan: Boundaries Divide... Love Unites,2010,Drama | Romance,Rekha | Hema Malini | Javed Sheikh | Avtar Gill,Raj Kanwar,1
621,tt1183946,The Stoneman Murders,2009,Crime | Drama | Mystery,Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena,Manish Gupta,1
622,tt1185412,Veer,2010,Action | Adventure | Drama,Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma,3
623,tt1185420,Dostana,2008,Comedy | Drama | Romance,Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Tarun Mansukhani,4
624,tt1185442,Kurbaan,2009,Action | Crime | Drama,Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Renzil D'Silva,2
625,tt1187043,3 Idiots,2009,Comedy | Drama,Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Rajkumar Hirani,9
626,tt1188982,Jai Ho,2014,Action | Drama,Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Sohail Khan,5
627,tt1188996,My Name Is Khan,2010,Drama | Romance | Thriller,Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Karan Johar,6
628,tt1189006,Toonpur Ka Superrhero,2010,Animation | Action | Adventure,Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Kireet Khurana,1
629,tt1191118,Hello Darling,2010,Comedy | Drama,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Manoj Tiwari,1
630,tt1191138,Thoda Pyaar Thoda Magic,2008,Comedy | Drama | Family,Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra,Kunal Kohli,2
631,tt1194232,Jaane Kahan Se Aayi Hai,2010,Comedy | Drama | Fantasy,Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar,Milap Zaveri,1
632,tt1194236,Get Educated: Paathshaala,2010,Drama,Nana Patekar | Shahid Kapoor | Ayesha Takia | Sushant Singh,Milind Ukey,2
633,tt1194608,Ek Vivaah... Aisa Bhi,2008,Drama | Romance,Isha Koppikar | Sonu Sood | Anand Abhyankar | Daman Baggan,Kaushik Ghatak,2
634,tt1198101,Kites,2010,Action | Drama | Romance,Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut,Anurag Basu,2
635,tt1199490,Bad Luck Govind,2009,Comedy | Crime | Drama,Gaurav Kapoor | Hrishitaa Bhatt | Govind Namdeo | Zakir Hussain,Varun Khanna,1
636,tt1199534,Tulsi: Mathrudevobhava,2008,Drama,Manisha Koirala | Irrfan Khan | Sadashiv Amrapurkar | Tinnu Anand,Ajay Kumar,1
637,tt1201557,Acid Factory,2009,Action | Crime | Drama,Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani,Suparn Verma,1
638,tt1202344,Ab... Bas!,2004,Thriller,Chetanya Adeep | Shawar Ali | Arun Bakshi | Chitrapama,Rajesh Kumar Singh,1
639,tt1202517,Barah Aana,2009,Comedy | Crime | Drama,Naseeruddin Shah | Vijay Raaz | Arjun Mathur | Violante Placido,Raja Menon,1
640,tt1202540,Dil Bole Hadippa!,2009,Comedy | Drama | Sport,Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil,Anurag Singh,2
641,tt1214948,Bhram: An Illusion,2008,Drama | Mystery | Romance,Dino Morea | Milind Soman | Sheetal Menon | Simone Singh,Pavan Kaul,1
642,tt1216276,26th July at Barista,2008,Drama,Ajita | Himani Chawla | Sumeet Chawla | Suresh Dubey,Mohan Sharma,1
643,tt1216300,Jannat: In Search of Heaven...,2008,Crime | Drama | Romance,Emraan Hashmi | Sonal Chauhan | Shakeel Khan | Sameer Kochhar,Kunal Deshmukh,7
644,tt1217608,Yaar Meri Zindagi,2008,Drama | Family | Musical,Amitabh Bachchan | Shatrughan Sinha | Sharda | Sudha Chandran,Ashok Gupta | Mukul Dutt,1
645,tt1218038,The President Is Coming,2009,Comedy,Konkona Sen Sharma | Shernaz Patel | Shivani Tanksale | Anand Tiwari,Kunaal Roy Kapur,1
646,tt1218345,Dil Kabaddi,2008,Comedy | Drama,Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma,Anil Senior,2
647,tt1220718,Via Darjeeling,2008,Drama | Mystery | Thriller,Kay Kay Menon | Sonali Kulkarni | Parvin Dabas | Vinay Pathak,Arindam Nandy,1
648,tt1221133,EMI: Liya Hai To Chukana Padega,2008,Comedy | Crime | Drama,Malaika Arora | Arun Bakshi | Aashish Chaudhary | Snehal Dabi,Saurabh Kabra,1
649,tt1221139,Welcome to Sajjanpur,2008,Comedy | Drama,Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun,Shyam Benegal,4
650,tt1221142,Mumbai Cutting,2011,Drama,Raj Singh Arora | Abhisar Bose | Neetu Chandra | Master Chinmay,Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Shashanka Ghosh | Manish Jha | Anurag Kashyap | Sudhir Mishra | Ruchi Narain | Ayush Raina | Revathy | Kundan Shah,1
651,tt1223922,Blue,2009,Action | Adventure | Romance,Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan,Anthony D'Souza,2
652,tt1224454,Sirf....: Life Looks Greener on the Other Side,2008,Drama,Kay Kay Menon | Manisha Koirala | Ranvir Shorey | Sonali Kulkarni,Rajatesh Nayyar,1
653,tt1227524,Aashayein,2010,Comedy | Drama,John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal,Nagesh Kukunoor,1
654,tt1227762,Aladin,2009,Action | Adventure | Comedy,Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya,Sujoy Ghosh,1
655,tt1228707,Jimmy,2008,Action | Crime | Drama,Mimoh Chakraborty | Rati Agnihotri | Vikas Anand | Rahul Dev,Raj N. Sippy,1
656,tt1228726,Mr. White Mr. Black,2008,Action | Comedy | Crime,Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon,Deepak S. Shivdasani,1
657,tt1228744,Pranali: The Tradition,2008,Crime | Drama,Nargis Bagheri | Upendra Limaye | Sudha Chandran | Raman Trikha,Hridesh Kamble,1
658,tt1230165,Rock On!!,2008,Drama | Music,Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli,Abhishek Kapoor,4
659,tt1230448,Billu,2009,Comedy | Drama,Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri,Priyadarshan,2
660,tt1234250,Mehbooba,2008,Drama | Romance,Sanjay Dutt | Manisha Koirala | Ajay Devgn | Asrani,Tabrez Hashmi | Afzal Khan,1
661,tt1236441,Phir Kabhi,2008,Drama | Romance,Mithun Chakraborty | Dimple Kapadia | Rati Agnihotri | Gulshan Grover,V.K. Prakash,1
662,tt1238718,Alibaba Aur 40 Chor,2004,Action | Adventure | Drama,Azghar | Brownie | Divya Divedi | Anwar Fatehan,Sunil Agnihotri,1
663,tt1238735,Dhoom Dadakka,2008,Comedy | Crime | Drama,Jackie Shroff | Anupam Kher | Satish Shah | Gulshan Grover,Shashi Ranjan,1
664,tt1241195,Aamir,2008,Drama | Thriller,Rajeev Khandelwal | Aishwarya | Vasan Bala | Chinkal,Raj Kumar Gupta,2
665,tt1241334,Saas Bahu Aur Sensex,2008,Comedy | Drama,Kiron Kher | Farooq Shaikh | Ankur Khanna | Masumeh Makhija,Shona Urvashi,1
666,tt1242530,What's Your Raashee?,2009,Comedy | Drama | Romance,Harman Baweja | Priyanka Chopra | Anjan Srivastav | Manju Singh,Ashutosh Gowariker,1
667,tt1242782,Luck,2009,Action | Adventure | Drama,Mithun Chakraborty | Sanjay Dutt | Imran Khan | Ravi Kishan,Soham Shah,2
668,tt1242843,Contract,2008,Action | Crime | Drama,David Bueno | Vibha Cheebur | Raaj Gopal | Sakshi Gulati,Ram Gopal Varma,2
669,tt1244093,Hisss,2010,Comedy | Drama | Horror,Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta,Jennifer Chambers Lynch,1
670,tt1245774,Jail,2009,Drama,Neil Nitin Mukesh | Manoj Bajpayee | Arya Babbar | Mirza Ali Quli,Madhur Bhandarkar,2
671,tt1252488,Haal-e-Dil,2008,Drama | Romance,Amita Pathak | Nakuul Mehta | Adhyayan Suman | Nassar Abdulla,Anil Devgan,1
672,tt1252562,Khushboo: The Fragraance of Love,2008,Comedy | Drama | Romance,Rishi Rehan | Avantika | Thomas Tevana | Nassar Abdulla,Rajesh Ram Singh,1
673,tt1252594,Aasma: The Sky Is the Limit,2009,Drama,Hrishitaa Bhatt | Seema Biswas | Nauheed Cyrusi | Mansi Dovhal,Rohit Nayyar,1
674,tt1252596,Ajab Prem Ki Ghazab Kahani,2009,Comedy | Romance,Katrina Kaif | Ranbir Kapoor | Darshan Jariwala | Smita Jaykar,Rajkumar Santoshi,7
675,tt1252614,Sankat City,2009,Comedy | Crime | Drama,Kay Kay Menon | Rimi Sen | Anupam Kher | Chunky Pandey,Pankaj Advani,1
676,tt1255873,Hari Puttar: A Comedy of Terrors,2008,Comedy | Drama | Family,Jackie Shroff | Sarika | Saurabh Shukla | Vijay Raaz,Rajesh Bajaj | Lucky Kohli,1
677,tt1255951,De Dana Dan,2009,Comedy,Akshay Kumar | Sunil Shetty | Katrina Kaif | Sameera Reddy,Priyadarshan,4
678,tt1259755,Boond,2001,Action | Crime | Drama,Navin Berry | Pankaj Berry | Birbal | Sudhir Dalvi,Inayat Mahshar,1
679,tt1260689,Summer 2007,2008,Crime | Drama | Thriller,Ahraz Ahmed | Punit Aneja | Arjan Bajwa | Neetu Chandra,Sohail Tatari,1
680,tt1261047,Gulaal,2009,Crime | Drama | Mystery,Kay Kay Menon | Raj Singh Chaudhary | Jesse Randhawa | Deepak Dobriyal,Anurag Kashyap,2
681,tt1266140,Mirchi: It's Hot,2004,Crime,Bobby Khan | Nilofer Khan | Sambhavna Sheth | Nirmal Pandey,Dinesh D. Awasthi,1
682,tt1266545,Chamku,2008,Action | Crime | Drama,Bobby Deol | Priyanka Chopra | Irrfan Khan | Akhilendra Mishra,Kabeer Kaushik,1
683,tt1266583,Mumbai Meri Jaan,2008,Drama,Paresh Rawal | Kay Kay Menon | Irrfan Khan | Madhavan,Nishikant Kamat,2
684,tt1267400,Thodi Life Thoda Magic,2008,Drama,Saahil Chadha | Arbaaz Khan | Anita Raj | Jackie Shroff,Aanand Rai,1
685,tt1267500,Phoonk,2008,Drama | Horror | Mystery,Sudeep | Amruta Khanvilkar | Ahsaas Channa | Ashwini Khalsekar,Ram Gopal Varma,6
686,tt1274295,Kaminey: The Scoundrels,2009,Action | Comedy | Crime,Shahid Kapoor | Priyanka Chopra | Deb Mukherjee | Shivkumar Subramaniam,Vishal Bhardwaj,4
687,tt1275863,Love Aaj Kal,2009,Comedy | Drama | Romance,Saif Ali Khan | Deepika Padukone | Rishi Kapoor | Rahul Khanna,Imtiaz Ali,1
688,tt1278447,Sikandar,2009,Crime | Drama | Mystery,Parzan Dastur | Ayesha Kapoor | Sanjay Suri | Madhavan,Piyush Jha,1
689,tt1279105,Ramaa: The Saviour,2010,Animation | Action | Adventure,Sahil Khan | Tanushree Dutta | Meghan Jadhav | Koushtuv Ghosh,Hadi Abrar,1
690,tt1280558,A Wednesday,2008,Drama | Thriller,Anupam Kher | Naseeruddin Shah | Jimmy Shergill | Deepal Shaw,Neeraj Pandey,6
691,tt1283926,My Friend Ganesha 2,2008,Animation | Family,Harsh Chhaya | Kurush Deboo | Bhairavi Goswami | Ali Haji,Rajiv S. Ruia,1
692,tt1285241,Don 2,2011,Action | Crime | Drama,Shah Rukh Khan | Priyanka Chopra | Hrithik Roshan | Om Puri,Farhan Akhtar,6
693,tt1285245,Lahore,2010,Action | Drama | Sport,Farooq Shaikh | Nafisa Ali | Aanaahad | Sabyasachi Chakraborty,Sanjay Puransingh Chauhan,1
694,tt1287847,Mukhbiir,2008,Crime | Drama | Mystery,Sammir Dattani | Rahul Dev | Om Puri | Alok Nath,Mani Shankar,1
695,tt1288638,Dasvidaniya,2008,Comedy | Drama,Vinay Pathak | Sarita Joshi | Rajat Kapoor | Saurabh Shukla,Shashant Shah,1
696,tt1288644,Mere Khwabon Mein Jo Aaye,2009,Drama | Fantasy | Musical,Randeep Hooda | Raima Sen | Arbaaz Khan | Javed Akhtar,Madhureeta Anand,1
697,tt1291465,Raajneeti,2010,Action | Crime | Drama,Naseeruddin Shah | Arjun Rampal | Nana Patekar | Ranbir Kapoor,Prakash Jha,7
698,tt1292642,Allah Ke Banday,2010,Action | Crime | Drama,Varun Bhagwat | Vikram Gokhale | Zakir Hussain | Bharat Jha,Faruk Kabir,1
699,tt1292703,Oye Lucky! Lucky Oye!,2008,Comedy | Crime | Drama,Abhay Deol | Paresh Rawal | Neetu Chandra | Archana Puran Singh,Dibakar Banerjee,2
700,tt1301698,1920,2008,Drama | Horror | Mystery,Rajneesh Duggal | Adah Sharma | Anjori Alagh | Rajendranath Zutshi,Vikram Bhatt,4
701,tt1305840,Aloo Chaat,2009,Comedy | Drama | Romance,Aftab Shivdasani | Aamna Shariff | Linda Arsenio | Sanjay Mishra,Robby Grewal,2
702,tt1309561,Lamhaa: The Untold Story of Kashmir,2010,Action | Drama | Thriller,Alisha | Asif Basra | Bipasha Basu | Burhan,Rahul Dholakia,1
703,tt1314274,Hulla,2008,Comedy | Drama,Sushant Singh | Kartika Rane | Rajat Kapoor | Mandeep Mazumdar,Jaideep Varma,1
704,tt1314367,Ru-Ba-Ru,2008,Drama | Romance | Thriller,Rati Agnihotri | Shahana Goswami | Randeep Hooda | Kulbhushan Kharbanda,Arjun Bali,1
705,tt1324025,Rafoo Chakkar: Fun on the Run,2008,Comedy | Crime | Drama,Sadashiv Amrapurkar | Tinnu Anand | Nauheed Cyrusi | Shakti Kapoor,B.H. Tharun Kumar,1
706,tt1324059,Wake Up Sid,2009,Comedy | Drama | Romance,Ranbir Kapoor | Konkona Sen Sharma | Supriya Pathak | Anupam Kher,Ayan Mukherjee,5
707,tt1324076,Fox,2009,Crime | Drama | Mystery,Arjun Rampal | Sunny Deol | Udita Goswami | Sagarika Ghatge,Deepak Tijori,1
708,tt1324078,Kal Kissne Dekha,2009,Action | Crime | Romance,Brahim Achabbakhe | Jacky Bhagnani | Nushrat Bharucha | David Bueno,Vivek Sharma,1
709,tt1327035,Dev D,2009,Comedy | Drama | Romance,Abhay Deol | Mahie Gill | Kalki Koechlin | Dibyendu Bhattacharya,Anurag Kashyap,4
710,tt1327833,Sorry Bhai!,2008,Comedy | Drama | Romance,Shabana Azmi | Boman Irani | Sanjay Suri | Sharman Joshi,Onir,1
711,tt1328634,New York,2009,Crime | Drama | History,John Abraham | Neil Nitin Mukesh | Katrina Kaif | Irrfan Khan,Kabir Khan,6
712,tt1334254,Maharathi,2008,Crime | Drama | Mystery,Naseeruddin Shah | Om Puri | Boman Irani | Paresh Rawal,Shivam Nair,1
713,tt1334413,Jumbo,2008,Animation | Family,Akshay Kumar | Lara Dutta | Dimple Kapadia | Rajpal Yadav,Kompin Kemgumnird,1
714,tt1334437,Blue Oranges,2009,Mystery,Rajit Kapoor | Aham Sharma | Pooja Kanwal | Richashree,Rajesh Ganguly,1
715,tt1334470,Raavan,2010,Action | Adventure | Crime,Abhishek Bachchan | Aishwarya Rai Bachchan | Govinda | 'Chiyaan' Vikram,Mani Ratnam,2
716,tt1339313,Jalwa: Fun in Love,2005,Comedy | Drama,Ganesh Acharya | Neha Bhatt | Daisy | Ali G.,Rajiv S. Ruia,1
717,tt1340838,Raaz: The Mystery Continues,2009,Drama | Horror | Mystery,Kangana Ranaut | Adhyayan Suman | Emraan Hashmi | Vicky Ahuja,Mohit Suri,5
718,tt1343362,Do Knot Disturb,2009,Comedy | Drama,Govinda | Sushmita Sen | Ritesh Deshmukh | Lara Dutta,David Dhawan,2
719,tt1345777,Ishqiya,2010,Comedy | Drama | Romance,Naseeruddin Shah | Vidya Balan | Arshad Warsi | Salman Shahid,Abhishek Chaubey,5
720,tt1351224,Pyaar Impossible!,2010,Comedy | Romance,Uday Chopra | Priyanka Chopra | Dino Morea | Rahul Vohra,Jugal Hansraj,2
721,tt1363125,Naughty @ 40,2011,Comedy | Drama,Govinda | Yuvika Chaudhry | Anupam Kher | Smita Jaykar,Jag Mundhra,1
722,tt1363363,Chatur Singh Two Star,2011,Action | Adventure | Comedy,Sanjay Dutt | Ameesha Patel | Anupam Kher | Satish Kaushik,Ajay Chandhok,1
723,tt1368453,Chargesheet,2011,Drama | Thriller,Dev Anand | Divya Dutta | Devshi Khanduri | Hansal Mehta,Dev Anand,1
724,tt1369669,Jai Veeru: Friends Forever,2009,Action | Crime | Drama,Rakesh Bedi | Mahek Chahal | Suraj Godambe | Dinesh Hingoo,Puneet Sira,1
725,tt1370429,99,2009,Comedy | Crime | Drama,Kunal Khemu | Boman Irani | Soha Ali Khan | Cyrus Broacha,Krishna D.K. | Raj Nidimoru,4
726,tt1372266,Kisaan,2009,Action | Crime | Drama,Jackie Shroff | Sohail Khan | Arbaaz Khan | Nauheed Cyrusi,Puneet Sira,1
727,tt1372304,Wafaa,2008,Drama | Mystery | Romance,Rajesh Khanna | Shahib Chopra | Laila Khan | Ahad Khan,Rakesh Sawant,1
728,tt1372681,Aa Dekhen Zara,2009,Action | Crime | Drama,Neil Nitin Mukesh | Bipasha Basu | Biswajeet Chatterjee | Sophiya Chaudhary,Jehangir Surti,1
729,tt1372694,Gumnaam: The Mystery,2008,Crime | Mystery | Romance,Dino Morea | Mahima Chaudhry | Suman Ranganathan | Arun Bali,Neeraj Pathak,1
730,tt1373156,Karthik Calling Karthik,2010,Drama | Romance | Thriller,Farhan Akhtar | Deepika Padukone | Ram Kapoor | Vivan Bhatena,Vijay Lalwani,2
731,tt1375789,Race 2,2013,Action | Crime | Drama,Anil Kapoor | Saif Ali Khan | John Abraham | Deepika Padukone,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,5
732,tt1385824,13B: Fear Has a New Address,2009,Drama | Horror | Mystery,Madhavan | Neetu Chandra | Poonam Dhillon | Sachin Khedekar,Vikram K. Kumar,2
733,tt1388424,Three: Love Lies Betrayal,2009,Drama | Mystery | Thriller,Aashish Chaudhary | Akshay Kapoor | Nausheen Ali Sardar | Achint Kaur,Vishal Pandya,1
734,tt1388903,Mirch,2010,Comedy | Drama | Fantasy,Arunoday Singh | Boman Irani | Ila Arun | Konkona Sen Sharma,Vinay Shukla,1
735,tt1391544,Dhoondte Reh Jaoge,2009,Comedy | Drama,Paresh Rawal | Kunal Khemu | Sonu Sood | Soha Ali Khan,Umesh Shukla,2
736,tt1391894,Siddharth: The Prisoner,2009,Crime | Drama | Thriller,Rajat Kapoor | Sachin Nayak | Pradip Sagar | Pradeep Kabra,Pryas Gupta,1
737,tt1392744,Chance Pe Dance,2010,Comedy | Drama | Romance,Shahid Kapoor | Genelia D'Souza | Mohnish Bahl | Satish Shah,Ken Ghosh,2
738,tt1395025,Agent Vinod,2012,Action,Kareena Kapoor | Saif Ali Khan | Adil Hussain | Gulshan Grover,Sriram Raghavan,2
739,tt1395054,Once Upon a Time in Mumbai,2010,Crime | Drama | Romance,Ajay Devgn | Randeep Hooda | Kangana Ranaut | Emraan Hashmi,Milan Luthria,6
740,tt1396208,Action Replayy,2010,Comedy | Drama | Romance,Akshay Kumar | Aishwarya Rai Bachchan | Om Puri | Kiron Kher,Vipul Amrutlal Shah,2
741,tt1399602,Straight,2009,Comedy | Drama,Vinay Pathak | Gul Panag | Anuj Chaudhary | Siddharth Makkar,Parvati Balagopalan,1
742,tt1404573,Daddy Cool: Join the Fun,2009,Comedy | Drama,Sunil Shetty | Aarti Chhabria | Aashish Chaudhary | Kim Sharma,K. Muralimohana Rao,2
743,tt1408029,Krantiveer: The Revolution,2010,Action | Crime | Drama,Jahan Bloch | Samir Aftab | Aditya Rajput | Harsh Rajput,Mehul Kumar,1
744,tt1415252,Agyaat: The Unknown,2009,Drama | Horror | Mystery,Nitin | Priyanka Kothari | Rasika Dugal | Gautam Rode,Ram Gopal Varma,2
745,tt1420539,Ek Se Bure Do,2009,Action | Comedy | Crime,Anita | Snehal Dabi | Anita Hassandani | Jagdeep,Tariq Khan,1
746,tt1425618,Apartment: Rent at Your Own Risk,2010,Drama | Thriller,Rohit Roy | Tanushree Dutta | Neetu Chandra | Mushtaq Khan,Jag Mundhra,1
747,tt1428459,We Are Family,2010,Drama | Family,Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash,Siddharth Malhotra,2
748,tt1431122,No Problem,2010,Action | Comedy | Crime,Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty,Anees Bazmee,2
749,tt1431729,Mohandas,2009,Thriller,Sonali Kulkarni | Sharbani Mukherji | Sushant Singh | Nakul Vaid,Mazhar Kamran,1
750,tt1433810,Mumbai Diaries,2010,Drama,Prateik | Monica Dogra | Kriti Malhotra | Aamir Khan,Kiran Rao,1
751,tt1433905,All the Best: Fun Begins,2009,Action | Comedy | Drama,Sanjay Dutt | Ajay Devgn | Fardeen Khan | Bipasha Basu,Rohit Shetty,4
752,tt1434447,Rocket Singh: Salesman of the Year,2009,Comedy | Drama,Ranbir Kapoor | Prem Chopra | Gauhar Khan | Mukesh Bhatt,Shimit Amin,3
753,tt1438298,Guzaarish,2010,Comedy | Drama | Romance,Hrithik Roshan | Aishwarya Rai Bachchan | Shernaz Patel | Aditya Roy Kapoor,Sanjay Leela Bhansali,1
754,tt1438486,Chal Chala Chal,2009,Action | Comedy | Crime,Asrani | Asif Basra | Govinda | Manoj Joshi,Rajeev Kumar,1
755,tt1442570,Fast Forward,2009,Action | Drama | Musical,Vinod Khanna | Akshay Kapoor | Rehan Khan | Bhavna Pani,Zaigham Ali Syed,1
756,tt1442583,Tum Milo Toh Sahi,2010,Comedy | Drama,Nana Patekar | Dimple Kapadia | Sunil Shetty | Vidya Malvade,Kabir Sadanand,1
