,imdbId,title,releaseYear,genre,actors,directors,hitFlop
757,tt1446055,Don Muthu Swami,2008,Comedy | Drama,Mithun Chakraborty | Ali Asghar | Arun Bakshi | Rakesh Bedi,Ashim S. Samanta,1
758,tt1447508,Peepli (Live),2010,Comedy | Drama,Omkar Das Manikpuri | Raghuvir Yadav | Shalini Vatsa | Farrukh Jaffar,Anusha Rizvi | Mahmood Farooqui,6
759,tt1451797,Rann,2010,Drama | Mystery,Amitabh Bachchan | Ritesh Deshmukh | Gul Panag | Paresh Rawal,Ram Gopal Varma,1
760,tt1454461,Ek: The Power of One,2009,Action | Drama | Thriller,Rana Jung Bahadur | Jaspal Bhatti | Preeti Bhutani | Bobby Deol,Sangeeth Sivan,1
761,tt1454567,Team: The Force,2009,Action | Comedy | Crime,Sohail Khan | Amrita Arora | Yash Tonk | Vrajesh Hirjee,Ajay Chandhok,1
762,tt1455811,Khatta Meetha,2010,Comedy | Crime | Drama,Akshay Kumar | Rajpal Yadav | Aruna Irani | Kulbhushan Kharbanda,Priyadarshan,3
763,tt1455816,Prince,2010,Action | Crime | Drama,Vivek Oberoi | Isaiah | Aruna Shields | Nandana Sen,Kookie V. Gulati,2
764,tt1456946,Anubhav: An Actor's Tale,2009,Drama | Romance,Jackie Shroff | Sanjay Suri | Gul Panag | Shruti Seth,Rajeev Nath,1
765,tt1465488,Happy Husbands,2011,Comedy | Drama,Anay | Kurush Deboo | Mohit Ghai | Ahwaan,Jaiveer,1
766,tt1465493,Hum Tum Aur Ghost,2010,Comedy | Drama | Fantasy,Arshad Warsi | Dia Mirza | Boman Irani | Sandhya Mridul,Kabeer Kaushik,1
767,tt1471247,Road to Sangam,2010,Drama | Thriller,Paresh Rawal | Om Puri | Pavan Malhotra | Javed Sheikh,Amit Rai,1
768,tt1474271,Love Khichdi,2009,Comedy | Drama | Romance,Randeep Hooda | Rituparna Sengupta | Sada | Divya Dutta,Srinivas Bhashyam,1
769,tt1479667,Aagey Se Right,2009,Comedy | Crime | Drama,Shreyas Talpade | Bharati Achrekar | Shaukat Baig | Rakesh Bedi,Indrajit Nattooji,2
770,tt1479857,Zor Lagaa Ke... Haiya!,2009,Comedy | Drama | Family,Meghan Jadhav | Mithun Chakraborty | Riya Sen | Seema Biswas,Girish Girija Joshi,1
771,tt1485072,Teree Sang: A Kidult Love Story,2009,Drama | Romance,Ruslaan Mumtaz | Sheena Shahabadi | Rajat Kapoor | Neena Gupta,Satish Kaushik,2
772,tt1499201,Anjaana Anjaani,2010,Comedy | Drama | Musical,Priyanka Chopra | Carl Marino | Ranbir Kapoor | Aubrey K. Miller,Siddharth Anand,4
773,tt1501301,Morning Walk,2009,Drama,Nargis Bagheri | Divya Dutta | Avika Gor | Rajit Kapoor,Arup Dutta,1
774,tt1503640,Damadamm!,2011,Comedy | Drama | Romance,Himesh Reshammiya | Sonal Sehgal | Purbi Joshi | Rajesh Khattar,Swapna Joshi,1
775,tt1504687,I Am Singh,2011,Action | Crime | Drama,Joseph Armillas | Anto Boghokian | Elissa Brentano | Gerald Brodin,Puneet Issar,1
776,tt1508259,Dhara,2008,Drama | Romance,Sudhanshu Pandey | Hrishitaa Bhatt | Anuj Punj | Suman Agarwal,Masud Mirza,1
777,tt1508950,Baabarr,2009,Action | Crime | Drama,Mithun Chakraborty | Om Puri | Sohum Shah | Urvashi Sharma,Ashu Trikha,1
778,tt1509732,Aisha,2010,Comedy | Drama | Romance,Sonam Kapoor | Abhay Deol | Amrita Puri | Cyrus Sahukar,Rajshree Ojha,2
779,tt1512220,My Friend Pinto,2011,Comedy | Crime | Drama,Prateik | Kalki Koechlin | Arjun Mathur | Shruti Seth,Raaghav Dar,1
780,tt1512321,Vaada Raha... I Promise,2009,Drama,Bobby Deol | Dwij Yadav | Kangana Ranaut | Mohnish Bahl,Samir Karnik,1
781,tt1522329,Tum Mile,2009,Drama | Romance,Mantra | Prerna Chawla | Emraan Hashmi | J. Brandon Hill,Kunal Deshmukh,1
782,tt1532957,Paa,2009,Comedy | Drama,Amitabh Bachchan | Abhishek Bachchan | Vidya Balan | Paresh Rawal,R. Balki,5
783,tt1535467,Patiala House,2011,Comedy | Drama | Sport,Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma,Nikhil Advani,2
784,tt1538210,Aao Wish Karein,2009,Comedy | Drama | Fantasy,Aftab Shivdasani | Aamna Shariff | Rati Agnihotri | Tiku Talsania,Glen Barreto,1
785,tt1558578,Knock Out,2010,Action | Crime | Drama,Sanjay Dutt | Irrfan Khan | Kangana Ranaut | Gulshan Grover,Mani Shankar,1
786,tt1562361,Let's Dance,2009,Crime | Drama | Musical,Gayatri Patel Bahl | Aqib Afzaal | Ajay Chaudhary | Aabhas Yadav,Aarif Sheikh,1
787,tt1562859,Golmaal 3,2010,Action | Comedy,Mithun Chakraborty | Ajay Devgn | Kareena Kapoor | Tusshar Kapoor,Rohit Shetty,8
788,tt1562871,Ra.One,2011,Action | Adventure | Sci-Fi,Arjun Rampal | Shah Rukh Khan | Kareena Kapoor | Shahana Goswami,Anubhav Sinha,6
789,tt1562872,Zindagi Na Milegi Dobara,2011,Adventure | Comedy | Drama,Katrina Kaif | Hrithik Roshan | Naseeruddin Shah | Farhan Akhtar,Zoya Akhtar,6
790,tt1569529,"U, Bomsi n Me",2005,Comedy,Bobby Bahal | Kenny Desai | Vivek Madan | Vidya Malvade,Jairaj Padmanabhan,1
791,tt1570417,Accident on Hill Road,2010,Crime | Drama | Thriller,Farooq Shaikh | Celina Jaitly | Abhimanyu Singh | Rukhsar,Mahesh Nair,1
792,tt1572311,Tees Maar Khan,2010,Comedy | Crime | Drama,Katrina Kaif | Salman Khan | Akshay Kumar | Farah Khan,Farah Khan,5
793,tt1573072,Housefull,2010,Comedy,Akshay Kumar | Arjun Rampal | Deepika Padukone | Lara Dutta,Sajid Khan,6
794,tt1573482,Striker,2010,Crime | Drama,Siddharth | Ankur Vikal | Anupam Kher | Vidya Malvade,Chandan Arora,1
795,tt1578116,Atithi Tum Kab Jaoge?,2010,Comedy | Drama,Ajay Devgn | Konkona Sen Sharma | Paresh Rawal | Satish Kaushik,Ashwani Dhir,4
796,tt1578261,Break Ke Baad,2010,Comedy | Drama | Romance,Deepika Padukone | Imran Khan | Lillete Dubey | Shahana Goswami,Danish Aslam,2
797,tt1587388,Yeh Hai Malegaon Ka Superman,2009,Comedy | Family,,Nasir Shaikh,1
798,tt1591615,World Cupp 2011,2009,Crime | Drama | Sport,Ravi Kapoor | Master Sagar Punjabi | Suresh Oberoi | Prem Chopra,Ravi Kapoor,1
799,tt1594964,Chase,2010,Action | Crime | Drama,Anuj Saxena | Udita Goswami | Tarina Patel | Sameer Kochhar,Jag Mundhra,1
800,tt1594974,Shola: Fire of Love,2004,Action | Crime | Drama,Tinnu Anand | Rajeev Awasthi | Mohnish Bahl | Beena Banerjee,Viji P. Nair,1
801,tt1596723,Click,2010,Drama | Fantasy | Mystery,Shreyas Talpade | Sada | Sneha Ullal | Rehan Khan,Sangeeth Sivan,1
802,tt1600439,Shaapit: The Cursed,2010,Action | Drama | Horror,Aditya Narayan | Shweta Agarwal | Shubh Joshi | Natasha Sinha,Vikram Bhatt,2
803,tt1602476,Badmaa$h Company,2010,Comedy | Crime | Drama,Shahid Kapoor | Anushka Sharma | Meiyang Chang | Vir Das,Parmeet Sethi,4
804,tt1603862,Jashnn: The Music Within,2009,Drama | Musical | Romance,Shahana Goswami | Natasha Jain | Atul Kinagi | Keshav Nadkarni,Hasnain Hyderabadwala | Raksha Mistry,1
805,tt1605778,Toh Baat Pakki!,2010,Comedy | Drama,Tabu | Sharman Joshi | Yuvika Chaudhry | Vatsal Seth,Kedar Shinde,1
806,tt1605790,Zokkomon,2011,Action | Adventure | Drama,Anupam Kher | Manjari Phadnis | Tinnu Anand | Sheeba Chaddha,Satyajit Bhatkal,1
807,tt1606162,Aakhari Decision,2010,Action | Drama | Thriller,Paul Sidhu | Sumona Chakravarti | Anant Jog | Nagesh Bhonsle,Deepak Kumar Bandhu,1
808,tt1606267,Lafangey Parindey,2010,Crime | Drama | Romance,Neil Nitin Mukesh | Deepika Padukone | Vijay Adhav | Manish Chaudhary,Pradeep Sarkar,3
809,tt1607568,Lava Kusa: The Warrior Twins,2010,Animation,Arun Govil | Robert Lang | Vindu Dara Singh | Gary Tantony,Dhavala Satyam,1
810,tt1607600,Muskurake Dekh Zara,2010,Comedy | Horror | Romance,Mukesh Bhatt | Rajshree Choudhary | Arijit Sen Gupta | Om Katare,P. Som Shekar,1
811,tt1607607,Mittal v/s Mittal,2010,Drama,Hazel Croney | Gulshan Grover | Iravati Harshe | Suchitra Krishnamoorthi,Karan Razdan,1
812,tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010,Crime | Drama,Sachin Khedekar | Seema Biswas | Ankush Choudhary | Satish Kaushik,Mahesh Manjrekar,1
813,tt1608777,"LSD: Love, Sex Aur Dhokha",2010,Comedy | Crime | Drama,Nushrat Bharucha | Anshuman Jha | Neha Chauhan | Rajkummar Rao,Dibakar Banerjee,5
814,tt1610418,Prem Kaa Game,2010,Comedy | Drama,Arbaaz Khan | Madhuri Bhattacharya | Tara Sharma | Johnny Lever,Ashok Kheny,1
815,tt1610452,Wedding Planners,2010,Comedy | Drama | Romance,Ranveer Singh | Anushka Sharma | Manu Rishi Chadha | Manish Chaudhary,Maneesh Sharma,5
816,tt1612573,Rokkk,2010,Drama | Horror | Mystery,Tanushree Dutta | Udita Goswami | Shaad Randhawa | Sachin Khedekar,Rajesh Ranshinge,1
817,tt1612574,Sanam Hum Aapke Hain...,2009,Drama | Romance,Vikram Aditya | Narendra Bedi | Chandan | Aradhana Deshpande,Ajay Ojha,1
818,tt1612611,Phoonk 2,2010,Drama | Horror | Mystery,Sudeep | Amruta Khanvilkar | Ahsaas Channa | Anu Ansari,Milind Gadagkar,2
819,tt1612761,Idiot Box,2010,Comedy | Drama,Sushant Singh | Hrishitaa Bhatt | Milind Gunaji | Upasna Singh,Sunanda Mitra,1
820,tt1618430,Dum Maaro Dum,2011,Action | Crime | Drama,Abhishek Bachchan | Bipasha Basu | Rana Daggubati | Prateik,Rohan Sippy,2
821,tt1620620,The Japanese Wife,2010,Drama | Romance,Rahul Bose | Chigusa Takaku | Raima Sen | Moushumi Chatterjee,Aparna Sen,1
822,tt1620697,Bhavnao Ko Samjho,2010,Action | Comedy | Drama,Madhu Acharya | Nitin Anand | Dinesh Bawara | Narendra Bedi,Sunil Pal,1
823,tt1620719,Dabangg,2010,Action | Comedy | Crime,Salman Khan | Sonakshi Sinha | Vinod Khanna | Dimple Kapadia,Abhinav Kashyap,8
824,tt1620907,Na Ghar Ke Na Ghaat Ke,2010,Comedy | Drama,Om Puri | Paresh Rawal | Neena Gupta | Ravi Kishan,Rahul Aggarwal,1
825,tt1625331,Hello Zindagi,2010,Drama | Family,Kitu Gidwani | Milind Gunaji | Neena Gupta | Mrunmayee Lagoo,Raja Unnithan,1
826,tt1627924,Mausam,2011,Drama | Romance,Shahid Kapoor | Sonam Kapoor | Anupam Kher | Supriya Pathak,Pankaj Kapur,2
827,tt1629241,Bumm Bumm Bole,2010,Action | Drama | Thriller,Atul Kulkarni | Rituparna Sengupta | Darsheel Safary | Ziyah Vastani,Priyadarshan,1
828,tt1629260,Ek Second... Jo Zindagi Badal De...,2010,Drama | Romance | Thriller,Bhushan Agarwal | Nikita Anand | Venita Anand | Bedi,Partho Ghosh,1
829,tt1629376,7 Khoon Maaf,2011,Drama | Mystery | Thriller,Priyanka Chopra | Vivaan Shah | Manuj Bhaskar | Sanjay Verma,Vishal Bhardwaj,2
830,tt1629391,Tere Bin Laden,2010,Comedy | Drama,Ali Zafar | Pradhuman Singh | Piyush Mishra | Nikhil Ratnaparkhi,Abhishek Sharma,3
831,tt1629424,Trump Card,2010,Action | Drama | Mystery,Vikrum Kumar | Haidar Ali | Urvashi Chaudhary | Mansi Dovhal,Arshad Khan,1
832,tt1630282,Sahi Dhandhe Galat Bande,2011,Action | Comedy | Drama,Anupam Kher | Sharat Saxena | Parvin Dabas | Vansh Bhardwaj,Parvin Dabas,1
833,tt1630590,Kya Yahi Sach Hai,2011,Crime | Drama | Thriller,Gurpreet Chadha | Shalini Chandran | T.K. Chowdhary | Kishore Dhingra,Y.P. Singh,1
834,tt1630613,Soch Lo,2010,Action | Crime | Drama,Barkha Madan | Iris Maity | Nishan Nanaiah | Sartaj Singh Pannu,Sartaj Singh Pannu,1
835,tt1633171,Bird Idol,2010,Animation,,Jyotin Goel,1
836,tt1633212,Kajraare,2010,Crime | Drama | Romance,Himesh Reshammiya | Sara Loren | Amrita Singh | Gulshan Grover,Pooja Bhatt,1
837,tt1633226,Musaa: The Most Wanted,2010,Action | Crime | Thriller,Jackie Shroff | Samir Aftab | Akhilendra Mishra | Sushant Singh,Himanshu Bhatt,1
838,tt1633250,Swaha: Life Beyond Superstition,2010,Drama | Fantasy | Horror,Rikkee | Manoylo Svitlana | Ishrat Ali | Jiten Mukhi,Manoj Sharma,1
839,tt1637691,Khelein Hum Jee Jaan Sey,2010,Action | Drama | History,Abhishek Bachchan | Deepika Padukone | Sikander Kher | Maninder Singh,Ashutosh Gowariker,1
840,tt1639426,Udaan,2010,Drama,Rajat Barmecha | Sanjay Gandhi | Ronit Roy | Manjot Singh,Vikramaditya Motwane,2
841,tt1643242,Trapped in Tradition: Rivaaz,2011,Crime | Drama | Thriller,Deepti Naval | Vijay Raaz | Meghna Naidu | Saadhika Randhawa,Ashok Nanda,1
842,tt1646217,Mr. Singh/Mrs. Mehta,2010,Drama,Prashant Narayanan | Aruna Shields | Naved Aslam | Lucy Hassan,Pravesh Bhardwaj,1
843,tt1649760,The Film Emotional Atyachar,2010,Comedy | Crime | Drama,Ranvir Shorey | Vinay Pathak | Ravi Kishan | Mohit Ahlawat,Akshay Shere,1
844,tt1663647,Help,2010,Drama | Horror | Thriller,Bobby Deol | Mugdha Godse | Shreyas Talpade | Sophie Handa,Rajeev Virani,1
845,tt1666184,Turning 30!!!,2011,Comedy | Drama | Romance,Gul Panag | Purab Kohli | Sid Makkar | Jeneva Talwar,Alankrita Shrivastava,1
846,tt1667076,F.A.L.T.U,2011,Comedy | Drama,Ritesh Deshmukh | Jacky Bhagnani | Puja Gupta | Chandan Roy Sanyal,Remo,4
847,tt1667823,Bhindi Baazaar,2011,Crime | Drama | Thriller,Caterina Lopez | Pavan Malhotra | Kay Kay Menon | Piyush Mishra,Ankush Bhatt,1
848,tt1667838,I Hate Luv Storys,2010,Comedy | Drama | Romance,Imran Khan | Sonam Kapoor | Sammir Dattani | Samir Soni,Punit Malhotra,6
849,tt1668078,Daayen Ya Baayen,2010,Comedy | Drama | Family,Deepak Dobriyal | Manav Kaul | Badrul Islam | Bharti Bhatt,Bela Negi,1
850,tt1673391,Hello Hum Lallann Bol Rahe Hain,2010,Comedy | Drama,Rajpal Yadav | Preeti Mehra | Makarand Anaspure | Ketki Dave,Dilip Shukla,1
851,tt1673411,Kushti,2010,Comedy,Rajpal Yadav | Nargis Bagheri | Om Puri | Sharat Saxena,Rajeev Kumar,1
852,tt1674068,I Am,2011,Documentary | Biography | Family,Sonali Gulati,Sonali Gulati,1
853,tt1694542,Tanu Weds Manu,2011,Comedy | Drama | Romance,Madhavan | Kangana Ranaut | Jimmy Shergill | Deepak Dobriyal,Aanand Rai,6
854,tt1696191,Tere Mere Phere,2011,Comedy | Drama | Romance,Vinay Pathak | Riya Sen | Jagrat Desai | Sasha Goradia,Deepa Sahi,1
855,tt1703958,Ek Main Aur Ekk Tu,2012,Comedy | Drama | Romance,Kareena Kapoor | Boman Irani | Imran Khan | Ratna Pathak,Shakun Batra,4
856,tt1706317,Tezz,2012,Action | Drama,Anil Kapoor | Ajay Devgn | Mohanlal | Kangana Ranaut,Priyadarshan,1
857,tt1708453,Aakrosh,2010,Action | Crime | Drama,Ajay Devgn | Akshaye Khanna | Bipasha Basu | Jaideep Ahlawat,Priyadarshan,1
858,tt1708532,Ready,2011,Comedy | Romance,Salman Khan | Asin | Paresh Rawal | Mahesh Manjrekar,Anees Bazmee,8
859,tt1714832,Do Dooni Chaar,2010,Comedy | Drama,Rishi Kapoor | Neetu Singh | Aditi Vasudev | Archit Krishna,Habib Faisal,2
860,tt1720254,Thank You,2011,Comedy | Drama | Romance,Akshay Kumar | Bobby Deol | Sonam Kapoor | Sunil Shetty,Anees Bazmee,2
861,tt1727496,Dil Toh Baccha Hai Ji,2011,Comedy | Drama | Romance,Ajay Devgn | Emraan Hashmi | Omi Vaidya | Shazahn Padamsee,Madhur Bhandarkar,2
862,tt1728986,Bol Bachchan,2012,Comedy,Ajay Devgn | Asin | Abhishek Bachchan | Prachi Desai,Rohit Shetty,6
863,tt1729637,Bodyguard,2011,Romance,Salman Khan | Kareena Kapoor | Raj Babbar | Asrani,Siddique,8
864,tt1734110,No One Killed Jessica,2011,Crime | Drama | Thriller,Rani Mukerji | Vidya Balan | Myra Karn | Neil Bhoopalam,Raj Kumar Gupta,5
865,tt1738293,Khichdi: The Movie,2010,Comedy | Drama | Family,Supriya Pathak | Anang Desai | Rajeev Mehta | Nimisha Vakharia,Aatish Kapadia,4
866,tt1740017,Payback,2010,Action | Crime | Drama,Gulshan Grover | Munish Khan | Zakir Hussain | Mukesh Tiwari,Sachin P. Karande,1
867,tt1740092,Chitkabrey,2011,Drama | Mystery | Thriller,Ravi Kishan | Rahul Singh | Rajesh Shringarpore | Sanjay Swaraj,Suneet Arora,1
868,tt1740662,Benny and Babloo,2010,Comedy | Drama,Kay Kay Menon | Rajpal Yadav | Aashif Sheikh | Shweta Tiwari,Yunus Sajawal,1
869,tt1740670,Dus Tola,2010,Comedy | Drama,Manoj Bajpayee | Aarti Chhabria | Dilip Prabhavalkar | Govind Namdeo,Ajay Varma,1
870,tt1740710,Mere Brother Ki Dulhan,2011,Comedy | Drama | Romance,Imran Khan | Katrina Kaif | Ali Zafar | Tara D'Souza,Ali Abbas Zafar,6
871,tt1742307,Dunno Y Na Jaane Kyun...,2010,Drama | Romance,Zeenat Aman | Kabir Bedi | Hazel Croney | Helen,Sanjay Sharma,1
872,tt1744641,Ramayana: The Epic,2010,Animation,Manoj Bajpayee | Juhi Chawla | Ashutosh Rana | Mukesh Rishi,Chetan Desai,1
873,tt1745753,Life Express,2010,Drama,Rituparna Sengupta | Kiran Janjani | Yashpal Sharma | Alok Nath,Anup Das,1
874,tt1753640,Crook: It's Good to Be Bad,2010,Action | Drama | Thriller,Emraan Hashmi | Neha Sharma | Arjan Bajwa | Mashhoor Amrohi,Mohit Suri,2
875,tt1754920,Yeh Saali Zindagi,2011,Crime | Drama | Thriller,Irrfan Khan | Chitrangda Singh | Arunoday Singh | Aditi Rao Hydari,Sudhir Mishra,3
876,tt1772762,Bachao - Inside Bhoot Hai...,2010,Horror,Aniruddh Agarwal | Sadashiv Amrapurkar | Anisshka | Amit Behl,Shyam Ramsay,1
877,tt1772872,Game,2011,Action | Crime | Drama,Abhishek Bachchan | Kangana Ranaut | Anupam Kher | Boman Irani,Abhinay Deo,1
878,tt1773015,Phas Gaye Re Obama,2010,Comedy | Crime,Rajat Kapoor | Neha Dhupia | Sanjay Mishra | Manu Rishi Chadha,Subhash Kapoor,2
879,tt1773042,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,Comedy | Drama,Suzanne Bernert | Nagesh Bhonsle | Pritika Chawla | Sanjay Dadheech,Makrand Deshpande,1
880,tt1773109,Yamla Pagla Deewana,2011,Action | Comedy | Drama,Nafisa Ali | Madhuri Bhattacharya | Emma Brown Garett | Mahek Chahal,Samir Karnik,6
881,tt1774473,Love You to Death,2012,Comedy,Sohrab Ardeshir | Abhro Banerjee | Kallol Banerjee | Nicholas Brown,Rafeeq Ellias,1
882,tt1781838,Isi Life Mein...!,2010,Comedy | Drama | Romance,Akshay Oberoi | Sandeepa Dhar | Mohnish Bahl | Prachi Shah,Vidhi Kasliwal,1
883,tt1784589,Players,2012,Action | Crime | Thriller,Luna Rioumina | Abhishek Bachchan | Bipasha Basu | Shweta Bhardwaj,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,1
884,tt1785333,Chittagong,2012,Action | Drama | War,Manoj Bajpayee | Barry John | Delzad Hiwale | Vega Tamotia,Bedabrata Pain,1
885,tt1787988,Talaash,2012,Crime | Drama | Mystery,Aamir Khan | Kareena Kapoor | Rani Mukerji | Nawazuddin Siddiqui,Reema Kagti,5
886,tt1796564,My Friend Ganesha 3,2010,Animation | Comedy | Drama,Makarand Anaspure | Krishna Bhatt | Sonika Gill | Eva Grover,Rajiv S. Ruia,1
887,tt1797548,Yeh Faasley,2011,Crime | Drama | Mystery,Rachita Bhattacharya | Seema Biswas | Sudha Chandran | Sanjiv Chopra,Yogesh Mittal,1
888,tt1801521,Khap,2011,Drama | Thriller,Rahul Jaiswal | Raj Arjun | Mohnish Bahl | Yuvika Chaudhry,Ajai Sinha,1
889,tt1806740,9 Eleven,2011,Thriller,Kashmira Shah | Devasish Ray | Jyoti Singh | Sonny Chatrath,Manan Katohora,1
890,tt1807978,Bhoot and Friends,2010,Animation | Action | Adventure,Ashish Kattar | Aditya Lakhia | Akash Nair | Ishita Panchal,Kittu Saluja,1
891,tt1808221,Kaalo,2010,Action | Drama | Horror,Aditya Srivastava | Swini Khara | Aditya Lakhia | Raj Arjun,Wilson Louis,1
892,tt1809399,Utt Pataang,2011,Comedy | Drama,Vinay Pathak | Saurabh Shukla | Mahie Gill | Mona Singh,Srikanth Velagaleti,1
893,tt1814619,Aashiqui.in,2011,Drama | Romance,Ishaan Manhaas | Dheeraj Miglani | Priti Gandwani | Shubhi Ahuja,Shankhadeep,1
894,tt1814683,Diary of a Butterfly,2012,Drama,Nassar Abdulla | Rati Agnihotri | Udita Goswami | Sofia Hayat,Vinod Mukhi,1
895,tt1821480,Kahaani,2012,Drama | Mystery | Thriller,Vidya Balan | Parambrata Chatterjee | Dhritiman Chatterjee | Saswata Chatterjee,Sujoy Ghosh,6
896,tt1821692,United Six,2011,Action | Drama | Thriller,Brahim Achabbakhe | Russell Geoffrey Banks | Leigh Barwell | Isha Batwe,Vishal Aryan Singh,1
897,tt1825655,Angel,2011,Action | Drama,Sumit Arora | Arun | Raakesh Babu | Prem Kishen Dwivedi,Ganesh Acharya,1
898,tt1825801,Hostel,2011,Action | Crime | Drama,Vatsal Seth | Tulip Joshi | Mukesh Tiwari | Nagesh Bhonsle,Manish Gupta,1
899,tt1828289,Shagird,2011,Action | Crime | Drama,Nana Patekar | Mohit Ahlawat | Rimi Sen | Anurag Kashyap,Tigmanshu Dhulia,1
900,tt1830786,Rascals,2011,Action | Comedy | Crime,Ajay Devgn | Sanjay Dutt | Kangana Ranaut | Lisa Haydon,David Dhawan,2
901,tt1833673,Dhoom: 3,2013,Action | Crime | Thriller,Aamir Khan | Katrina Kaif | Tabrett Bethell | Abhishek Bachchan,Vijay Krishna Acharya,9
902,tt1836015,Kaccha Limboo,2011,Comedy | Family,Bhairavi Goswami | Iravati Harshe | Chinmay Kambli | Rajesh Khattar,Sagar Ballary,1
903,tt1836912,Shaitan,2011,Action | Crime | Drama,Kalki Koechlin | Shiv Pandit | Gulshan Devaiah | Rajeev Khandelwal,Bejoy Nambiar,2
904,tt1839596,RockStar,2011,Music | Musical,Ranbir Kapoor | Nargis Fakhri | Shammi Kapoor | Kumud Mishra,Imtiaz Ali,5
905,tt1841542,Chillar Party,2011,Comedy | Drama | Family,Aarav Khanna | Chinmai Chandranshuh | Divji Handa | Irfan Khan,Vikas Bahl | Nitesh Tiwari,2
906,tt1847736,U R My Jaan,2011,Romance,Mikaal | Preeti | Himani Shivpuri | Anil Dhawan,Aron Govil,1
907,tt1848771,Aarakshan,2011,Drama | Thriller,Amitabh Bachchan | Saif Ali Khan | Manoj Bajpayee | Deepika Padukone,Prakash Jha,2
908,tt1849718,Agneepath,2012,Action | Crime | Drama,Hrithik Roshan | Priyanka Chopra | Sanjay Dutt | Rishi Kapoor,Karan Malhotra,7
909,tt1852076,Qasam Se Qasam Se,2012,Romance,Faith | Farhan | Satish Kaushik | Omkar Das Manikpuri,Ashfaque Makrani,1
910,tt1867070,Teen Thay Bhai,2011,Comedy | Drama,Om Puri | Deepak Dobriyal | Ragini Khanna | Naresh Gosain,Mrigdeep Singh Lamba,1
911,tt1869296,Bbuddah Hoga Terra Baap,2011,Action | Crime | Drama,Amitabh Bachchan | Hema Malini | Sonu Sood | Sonal Chauhan,Puri Jagannadh,2
912,tt1877691,Love Breakups Zindagi,2011,Comedy | Drama | Romance,Zayed Khan | Dia Mirza | Cyrus Sahukar | Tisca Chopra,Sahil Sangha,1
913,tt1883121,404: Error Not Found,2011,Drama | Mystery | Thriller,Sara Arjun | Rajvvir Aroraa | Aditya Banerjee | Mukesh Bhatt,Prawaal Raman,1
914,tt1884268,Chalo Dilli,2011,Comedy | Drama,Vinay Pathak | Lara Dutta | Yana Gupta | Akshay Kumar,Shashant Shah,3
915,tt1886663,Satrangee Parachute,2011,Comedy | Drama | Family,Sanjay Mishra | Zakir Hussain | Lilliput | Rupali Ganguly,Vineet Khetrapal,1
916,tt1887763,Haunted - 3D,2011,Horror | Mystery | Thriller,Tia Bajpai | Krishna Bhatt | Mimoh Chakraborty | Nikita Janjani,Vikram Bhatt,6
917,tt1887817,Monica,2011,Drama | Thriller,Ashutosh Rana | Divya Dutta | Rajit Kapoor | Yashpal Sharma,Sushen Bhatnagar,1
918,tt1890513,Ragini MMS,2011,Drama | Horror | Mystery,Kainaz Motivala | Rajkummar Rao | Rajat Kaul | Janice,Pawan Kripalani,5
919,tt1891884,Once Upon a Time in Mumbai Dobaara!,2013,Action | Crime | Drama,Akshay Kumar | Pitobash | Sonakshi Sinha | Imran Khan,Milan Luthria,1
920,tt1893409,Ye Stupid Pyar,2011,Romance,Jatin Khurana | Noopur Patwardhan | Akansha | Sahil Vaid,Jain Rakesh,1
921,tt1896781,Masti Express,2011,Comedy | Drama,Rajpal Yadav | Johnny Lever | Divya Dutta | Jaikumar Banotia,Vikram Pradhan,1
922,tt1899342,Vikalp,2011,Crime | Drama | Mystery,Pankaj Berry | Abhay Joshi | Jyoti Joshi | Abhijeet Leheri,Sachin P. Karande,1
923,tt1900937,Mumbai Mast Kallander,2011,Action | Comedy | Crime,Mohsin | Muzzi | Shilpa Shukla | Luna,Musavir Jaleel | Aman Mihani,1
924,tt1905076,Tum Hi To Ho...,2011,Drama | Mystery | Thriller,Vipinno | Madhavi Sharma | Sarvar Ahuja | Vivek Shaq,Sanjay Goel,1
925,tt1907721,Men Will Be Men,2011,Comedy,Gaurav Chopra | Zeenal Kamdar | Rajesh Khattar | Rohit Khuranna,Gorky,1
926,tt1908463,Bengaloored,2010,Drama | Romance,Harish Raj | Meghana Mudiyam | Srinivasa Prabhu | Lakshmi Chandrashekar,Swaroop Kanchi,1
927,tt1912483,The Camp,2010,Adventure | Drama,Sonali Kulkarni | Sanjay Mishra | Rakesh Bedi | Krishna Bhatt,Nitin Mahadar,1
928,tt1916728,Shor in the City,2011,Crime | Drama,Sendhil Ramamurthy | Tusshar Kapoor | Nikhil Dwivedi | Preeti Desai,Krishna D.K. | Raj Nidimoru,2
929,tt1918641,5ters: Castle of Dark Master,2011,Action | Adventure | Fantasy,Akash | Avinash | Gagan | Hithaishaini,G. Venugopal,1
930,tt1918650,A Strange Love Story,2011,Drama,Gunjan Bakshi | Snehal Dabi | Milind Gunaji | Ehsan Khan,Tarique Khan | Sahil Seth,1
931,tt1918886,Joker,2012,Comedy | Sci-Fi,Asrani | Avtar Gill | Gurpreet Guggi | Greg Heffernan,Shirish Kunder,1
